001_00	A. L̃. M̃.
217_02	Kuma bã su gushẽwa suna yãƙinku har su mayar da ku daga barin addininku idan za su iya.
217_03	Kuma wanda ya yi ridda daga gare ku ga barin addininsa har ya mutu alhãli kuwa yana kãfiri, to, waɗannan ayyukansu sun ɓãci a cikin dũniya da Lãhira.
217_04	Kuma waɗannan abõkan Wuta ne, sũ a cikinta madawwama ne.
218_00	Lalle ne waɗanda suka yi ĩmãni, da waɗanda suka yi hijira kuma suka yi jihãdi a cikin hanyar Allah waɗannan suna fãtar (sãmun) rahamar Allah kuma Allah Mai gãfara ne, Mai jin ƙai.
219_00	Suna tambayar ka game da giya da cãcã.
219_01	Ka ce: "A cikinsu akwai zunubi mai girma da wasu amfãnõni ga mutãne, kuma zunubinsu ne mafi girma daga amfaninsu." Kuma suna tambayar ka mẽne ne zã su ciyar; ka ce: "Abin da ya rage." Kamar wancan ne Allah Yake bayyanawar ãyõyi a gare ku; tsammãninku, kuna tunãni.
220_00	A cikin dũniya da Lãhira. Kuma suna tambayar ka game da marãyu.
220_01	Ka ce: "Kyautatãwa gare su ne mafi alhẽri, kuma idan kun haɗa da su (wajen abinci), to, 'yan'uwanku ne; kuma Allah Yana sanin mai ɓãtãwa daga mai kyautatãwa. Kuma dã Allah Yã so, dã Ya tsananta muku. Lalle ne Allah Mabuwãyi ne, Mai hikima.
221_00	Kuma kada ku auri mãtã mushirikai sai sun yi ĩmãni: Kuma lalle ne baiwa mũminaita ce mafi alhẽri daga ɗiya kãfira, kuma kõ da tã bã ku sha'awa.
221_01	Kuma kada ku aurar wa maza mushirikai sai sun yi ĩmãni, kuma lalle ne bãwa mũmini shi ne mafi alhẽri daga da mushiriki, kuma kõ da yã bã ku sha'awa, waɗannan suna kira ne zuwa ga wuta kuma Allah Yana kira zuwa ga Aljanna da gãfara da izninsa.
221_02	Kuma Yana bayyana ãyõyinsa ga mutãne; tsammãninsu suna tunãwa.
222_00	Kuma suna tambayar ka game da haila Ka ce: Shi cũta ne. Sabõda haka ku nĩsanci mãta a cikin wurin haila kuma kada ku kusance su sai sun yi tsarki.
222_01	To, idan sun yi wanka sai ku je musu daga inda Allah Ya umurce ku. Lalle ne Allah Yana son mãsu tũba kuma Yana son mãsu tsarkakẽwa.
223_00	Mãtanku gõnaki ne a gare ku, sabõda haka ku je wa gõnakinku yadda kuka so. Kuma ku gabãtar (da alheri) sabõda kanku, ku bi Allah da taƙawa.
223_01	Kuma ku sani cẽwa lalle nekũ mãsu haɗuwa da Shi ne. Kuma ka bãyar da bishãra ga mũminai.
224_00	Kuma kada ku sanya Allah kambu ga rantsuwõyinku dõmin kada ku yi wani alhẽri, kuma ku yi taƙawa, kuma ku yi wani gyara tsakãnin mutãne, kuma Allah Mai jĩ ne, Masani.
225_00	Allah ba Ya kãmã ku da laifi sabõda yãsasshiya a cikin rantsuwõyinku. Kuma amma Yana kama ku sabõda abin da zukãtanku suka sanã'anta. Kuma Allah Mai gãfara ne, Mai haƙuri.
226_00	Ga waɗanda suke yin rantsuwa daga matansu akwai jinkirin watã huɗu. To, idan sun kõma, to, lalle ne Allah Mai gãfara ne, Mai jin ƙai.
227_00	Kuma idan sun yi niyyar saki, to, lalle ne, Allah Mai ji ne, Masani.
228_00	Kuma mãtã waɗanda aka saki aurensu, suna jinkiri da kansu tsarki uku.
228_01	Kuma bã ya halatta a gare su, su ɓõye abin da Allah Ya halitta a cikin mahaifunsu, idan sun kasance suna yin ĩmãni da Allah da Rãnar Lãhira.
228_02	Kuma mazan aurensu su ne mafiya haƙƙi ga mayar da su a cikin wancan, idan sun yi nufin gyãrawa.
228_03	Kuma sũ mãtan suna da kamar abin da yake a kansu, yadda aka sani. Kuma maza suna da wata daraja a kansu (su mãtan). Kuma Allah Mabuwãyi ne, Mai hikima.
229_00	Saki sau biyu yake, sai a riƙa da alh ẽri, ko kuwa a sallama bisa kyautatãwa.
229_01	Kuma ba ya halatta a gare ku (maza) ku karɓe wani abu daga abin da kuka bã su, fãce fa idan su (ma'auran) na tsõron bã zã su tsayar da iyãkõkin Allah ba, Idan kun (danginsu) ji tsõron bã zã su tsayar da iyãkõkin Allah ba, to, bãbu laifi a kansu a cikin abin da ta yi fansa da shi.
229_02	Waɗancan iyãkõkin Allah ne sabõda haka kada ku kẽtare su.
229_03	Kuma wanda ya ƙẽtare iyãkõkin Allah, to waɗannan su ne azzãlumai.
230_00	Sa'an nan idan ya sake ta (na uku), to, bã ta halatta a gare shi, daga bãya, sai tã yi jima'i da wani miji waninsa.
230_01	Sa'an nan idan (sãbon mijin, watau na biyu) ya sake ta, to, bãbu laifi a kansu ga su kõma wa (auren) jũna, idan sun (mijin farko da matar) yi zaton cẽwa zã su tsayar da iyãkõkin Allah, kuma waɗancan dõkõkin Allah ne Yana bayyana su ga mutãne waɗanda suke sani.
231_00	Kuma idan kun saki mãta, sa'an nan suka isa ga ajalinsu (iddarsu), sai ku riƙe su da alhẽri ko ku sallame su da alhẽri, kuma kada ku riƙe su a kan cũtarwa dõmin ta tsawaita idda.
231_01	Kuma wanda ya aikata wancan, to, haƙĩƙa, yã zãlunci kansa.
231_02	Kuma kada ku riƙi ãyõyin Allah da izgili.
231_03	Kuma ku tuna ni'imar Allah da abin da Ya saukar a kanku na Littãfi da hikima. Yana yi muku wa'azi da shi. Kuma ku bi Allah da takawa kuma ku sani cewa lalle ne Allah ga dukan kõme Masani ne.
232_00	Kuma idan kuka saki mãta, har suka isa ga ajalinsu (iddarsu), to, kada ku (waliyyansu) hana su, su auri mazansu (da suka sake su) idan sun yarda da jũna a tsakãninsu (tsõhon miji da tsõhuwar mãta) da alhẽri. Wancan ana yin wa'azi da shi ga wanda ya kasance daga gare ku yana ĩmãni da Allah da Rãnar Lãhira.
232_01	Wancan ne mafi mutunci a gare ku, kuma mafi tsarki. Kuma Allah Yana sani, kuma kũ ba ku sani ba.
233_00	Kuma mãsu haifuwa (sakakku) suna shãyar da abin haifuwarsu shẽkara biyu cikakku ga wanda ya yi nufin ya cika shãyarwa.
233_01	Kuma ciyar da su da tufãtar da su yana a kan wanda aka haifar masa da alhẽri.
233_02	Bã a kallafa wa rai fãce iyãwarsa.
233_03	Bã a cũtar da uwa game da ɗanta, kuma bã a cũtar da uba game da ɗansa, kuma a kan magãji akwai misãlin wancan.
233_04	To, idan suka yi nufin yãye, a kan yardatayya daga gare su, da shãwartar jũna, to bãbu laifi a kansu. Kuma idan, kun yi nufin ku bãyar da ɗiyanku shãyarwa, to, bãbu laifi a kanku idan kun mĩƙa abin da kukazo da shi bisa al'ãda. Kuma ku bi Allah da taƙawa. Kuma ku sani cẽwa lalle ne Allah, ga abin da kuke aikatawa, Mai gani ne.
234_00	Kuma waɗanda suke mutuwa daga gare ku suna barin mãtan aure, mãtan suna jinkiri da kansu wata huɗu da kwãna goma.
234_01	To, idan sun isa ga ajalinsu, to, bãbu laifi a kanku a cikin abin da suka aikata game da kansu ga al'ãda. Kuma Allah ga abin da kuke aikatawa Masani ne.
235_00	Kuma bãbu laifi a kanku a cikin abin da kuka gitta da shi daga nẽman auren mãtãko kuwa kuka ɓõye a cikin zukatanku.
235_01	Allah Ya san cẽwa lalle ne ku za ku ambata musu (shi).
235_02	Kuma amma kada ku yi wa jũna alkawari da shia ɓõye, fãce dai ku faɗi magana sananniya.
235_03	Kuma kada ku ƙulla niyyar daurin auren sai littãfin (idda) ya kai ga ajalinsa. Kuma ku sani cẽwa lalle ne Allah Yana sanin abin da yake cikin zukatanku, sabõda haka ku ji tsõronsa. Kuma ku sani cewa Allah Mai gãfara ne, Mai haƙuri.
236_00	Kuma bãbu laifi a kanku idan kun saki mãtã matuƙar ba ku shãfe su ba, kuma ba ku yanka musu sadãki ba.
236_01	Kuma ku bã su kyautar dãɗaɗãwa, a kan mawadãci gwargwadonsa, kuma a kan maƙuntaci gwargwadonsa; dõmin dãɗaɗrwa, da alhẽri, wãjibi ne a kan mãsu kyautatãwa.
237_00	Kuma idan kuka sake su daga gabãnin ku shãfe su, alhãli kuwa kun yanka musu sadãki, to, rabin abin da kuka yanka fãce idan sun yãfe, kõ wanda ɗaurin auren yake ga hannunsa ya yãfe.
237_01	Kuma ku yãfe ɗin ne mafi kusa da taƙawa.
237_02	Kuma kada ku manta da falala a tsakãninku. Lalle ne Allah ga abin da kuke aikatãwa Mai gani ne.
238_00	Ku tsare lõkatai a kan sallõli da salla mafificiya. Kuma ku tsayu kuna mãsu ƙanƙan da kai ga Allah.
239_00	To, idan kun ji tsõro, to (ku dai yi salla gwargwadon hali) da tafiya ƙasa kõ kuwa a kan dabbobi. Sa'an nan idan kun amince sai ku ambaci Allah, kamar yadda Ya nũna muku abin da ba ku kasance kuna sani ba.
240_00	Kuma waɗanda suke mutuwa daga gare ku, alhãli suna barin mãtan aure, wasiyya ga mãtan aurensu da dãɗaɗãwa zuwa ga shekara guda bãbu fitarwa, to, idan
240_01	sun fita to bãbu laifi a kanku a cikin abin da suka aikata game da kansu daga abin da aka sani, kuma Allah Mabuwayi ne, Mai hikima.
241_00	Kuma waɗanda aka saki suna da dãɗaɗãwa gwargwadon hãli, wajabce a kan mãsu taƙawa.
242_00	Kamar wancan ne Allah Yake bayyana muku ãyõyinSa; tsammãninku, kuna hankalta.
243_00	Shin, ba ka gani ba, zuwa ga waɗanda suka fita daga gidãjensu, alhãli kuwa sũ dubbai ne, dõmin tsõron mutuwa?
243_01	Sai Allah Ya ce musu: "Ku mutu." Sa'an nan kuma Ya rãyar da su, lalle ne Allah, haƙĩƙa Ma'abũcin falala a kan mutãne ne, kuma amma mafi yawan mutãne bã su gõdẽwa.
244_00	Kuma ku yi yãƙi a cikin hanyar Allah, kuma ku sani cẽwa lalle ne, Allah Mai jĩ ne, Masani.
245_00	Wãne ne wanda zai bai wa Allah rance, rance mai kyau, dõmin Ya riɓanya masa, riɓanyãwa mai yawa? Kuma Allah Shi ne ke damƙewa, kuma yana shimfiɗawa, kuma zuwa a gare Shi ake mayar da ku.
246_00	Shin, ba ka gani ba zuwa ga wasu mashãwarta daga Bani Isrã'ĩla daga bãyan Mũsã, a lõkacinda suka ce ga wani annabi nãsu: "Naɗã mana
246_01	sarki, mu yi yãƙi a cikin hanyar Allah." Ya ce: "Ashe, akwai tsammãninku idan an wajabta yãƙi a kanku cẽwa bã zã ku yi yãƙin
246_02	ba?" Suka ce: "Kuma mẽne ne a gare mu, ba zã mu yi yãƙi ba, a cikin hanyar Allah, alhãli kuwa, haƙiƙa, an fitar da
246_03	mu daga gidãjenmu da ɗiyanmu?" To, a lõkacin da aka wajabta yãƙin a kansu, suka jũya, sai kaɗan daga gare su. Kuma Allah Masani ne ga azzãlumai.
247_00	Kuma annabinsu ya ce musu: "Lalle ne, Allah ya naɗa muku ¦ãlũta ya zama sarki." Suka ce: "Yãya ne sarauta zã ta kasance a gare shi, a kanmu,
247_01	alhãli kuwa mũ ne mafi cancanta da sarauta daga gare shi, kuma ba a bã shi wata wadata ba daga dũkiya?" Ya ce: "Lalle ne, Allah Yã zãɓe
247_02	shi a kanku, kuma Ya ƙãra masa yalwa a cikin ilmi da jiki. Kuma Allah Yana bãyar da mulkinSa ga wanda Yake so, kuma Allah Mawadaci ne, Masani.
248_00	Kuma annabinsu ya ce musu: "Lalle ne alãmar mulkinSa ita ce akwatin nan ya zo muku, a cikinsa akwai natsuwa daga Ubangijinku da sauran kaya daga abin da Gidan Mũsã da Gidan Hãrũna suka bari malã'iku suna ɗaukarsa.
248_01	Lalle ne a cikin wancan akwai alãma a gare ku (ta naɗin ¦ãlũta daga Allah ne) idan kun kasance mãsu ĩmãni."
249_00	A lõkacin da ¦ãlũta ya fita da rundunõnin, ya ce: "Lalle ne Allah Mai jarrabarku ne da wani kõgi. To, wanda ya sha daga gare shi, to, ba shi daga gare ni,
249_01	kuma wanda bai ɗanɗane shi ba to lalle ne shi, yana daga gare ni, fãce, wanda ya kamfata, kamfata guda da hannunsa." Sai suka sha daga gare shi, fãce kaɗan daga gare
249_02	su. To, a lõkacin da (¦ãlũta) ya ƙẽtare shi, shi da waɗanda suka yi ĩmani tãre da shi, (sai waɗanda suka sha) suka ce: "Babu ĩko a gare mu yau game da
249_03	Jãlũta da rundunõninsa."Waɗanda suka tabbata cẽwa lalle sũ mãsu gamuwa ne da Allah, suka ce: "Da yawa ƙungiya kaɗan ta rinjayi wata ƙungiya mai yawa da iznin Allah, kuma Allah Yana tãre da mãsu haƙuri."
250_00	Kuma a lõkacin da suka bayyana ga Jãlũta da rundunoninsa, suka ce: "Yã Ubangijinmu! Ka zuba haƙuri a kanmu kuma Ka tabbatar da sãwayenmu, kuma Ka taimake mu a kan mutãnen nan kãfirai."
251_00	Sai suka karya su da iznin Allah.
251_01	Kuma Dãwudu ya kashe Jãlũta, kuma Allah Ya bã shi mulki da hikima kuma Ya sanar da shi daga abin da Yake so. Kuma bã dõmin tunkuɗẽwar Allah ga mutãne sãshensu da sãshe ba lalle ne dã ƙasa tã ɓãci; kuma amma Allah Ma'abũcin falala ne a kan tãlikai.
252_00	Waɗancan ayõyin Allah ne: Muna karanta su a kanka da gaskiya: Kuma lalle ne kai, hakĩka, kana daga manzanni.
253_00	Waɗancan manzannin Mun fĩfĩta sãshensu a kan sãshe: Daga cikinsu akwai wanda Allah Ya yi masa magana; kuma Ya ɗaukaka sãshensu da darajõji; kuma Muka bai wa Ĩsã dan Maryama hujjõji bayyanannu, kuma Muka ƙarfafã shi da Rũhi mai tsarki.
253_01	Kuma dã Allah Yã so dã waɗanda suke daga bãyansu, bã zã su yi yãƙi ba, daga bãyan hujjõji bayyanannu sun je musu.
253_02	Kuma amma sun sãɓa wa jũna, sabõda haka daga cikinsu akwai wanda ya yi ĩmãni, kuma daga cikin su akwai wanda ya kãfirta.
253_03	Kuma dã Allah Yã so dã bã zã su yãƙi jũna ba, kuma amma Allah Yana aikata abin da Yake nufi.
254_00	Ya ku waɗanda suka yi ĩmãni!
254_01	Ku ciyar daga abin da Muka azurta ku daga gabãnin wani yini ya zo bãbu ciniki a cikinsa kuma bãbu abũta, kuma bãbu cẽto, kuma kãfirai sũ ne azzãlumai.
255_00	Allah, bãbu wani Ubangiji fãce Shi, Rãyayye, Mai tsayuwa da kõme, gyangyaɗi bã ya kãma Shi, kuma barci bã ya kãma Shi, Shi ne da abin da yake a cikin sammai da abin da yake a cikin ƙasa. Wane ne wanda yake yin cẽto a wurinSa, fãce da izninSa?
255_01	Yana sanin abin da yake a gaba gare su da abin da yake a bãyansu. Kuma bã su kẽwayẽwa da kõme daga ilminSa, fãce da abin da Ya so.
255_02	KursiyyunSa ya yalwaci sammai da ƙasa. Kuma tsare su bã ya nauyayarSa. Kuma Shi ne Maɗaukaki, Mai girma.
256_00	Bãbu tĩlastãwa a cikin addini, haƙĩƙa shiriya tã bayyana daga ɓata; Sabõda haka wanda ya kãfirta da ¦ãgũta kuma ya yi ĩmãni da Allah, to, haƙĩƙa, yã yi riƙo ga igiya amintacciya, bãbu yankẽwa agare ta.
256_01	Kuma Allah Mai ji ne, Masani.
257_00	Allah Shi ne Masõyin waɗanda suka yi ĩmãni; Yana fitar da su daga duffai zuwa ga haske, kuma waɗanda suka kãfirta, masõyansu ¦ãgũtu ne; suna fitar da su daga haske zuwa ga duffai.
257_01	Waɗannan abokan Wuta ne, sũ a cikinta madawwama ne.
258_00	Shin, ba ka gani ba zuwa ga wanda ya yi hujjatayya da Ibrãhĩm a cikin (al'amarin) Ubangijinsa dõmin Allah Yã bã shi mulki, a lõkacin da
258_01	Ibrãhĩm ya ce: "Ubangijina Shi ne Wanda Yake rãyawa kuma Yana matarwa." Ya ce: "Nĩ ina rãyarwa kuma ina matarwa." Ibrãhĩm ya ce: "To, lalle ne
258_02	Allah Yana zuwa da rana daga gabas: To, ka zo da ita daga yamma." Sai aka ɗimautar da wanda yakãfirta. Kuma Allah ba Ya shiryar da mutãne azzãlumai.
259_00	Kõ kuwa wanda ya shũɗe a kan wata alƙarya, alhãli kuwa tana wõfintacciya a kan gadãjen rẽsunanta.
259_01	Ya ce: "Yaya Allah zai rãyar da wannan a bãyan mutuwarta." Sai Allah Ya matar da shi, shẽkara ɗari; sa'an nankuma ya tãyar da shi.
259_02	Ya ce: "Nawa ka zauna?" Ya ce: "Na zauna yini ɗaya ko kuwa rabin yini." Ya ce: "A'a kã zauna shẽkara ɗari." To, ka dũba zuwa ga abincinka, da abin shanka, (kõwanensu) bai sãke ba, kuma ka dũba zuwa ga jãkinka, kuma dõmin Mu sanya ka wata ãyã ga mutãne.
259_03	Kuma ka duba zuwa ga ƙasũsuwa yadda Muke mõtsarda su sa'an nan kuma Mu tufãtar da su, da nãma", To, a lõkacin da (abin) ya bayyana a gare shi, ya ce: "Ina sanin cẽwa lalle Allah a kan dukan kõme Mai ĩkõn yi ne."
260_00	Kuma a lõkacin da Ibrãhĩm ya ce: "Ya Ubangijina!
260_01	Ka nũna mini yadda Kake rãyar da matattu." Ya ce: "Shin, kuma ba ka yi ĩmãni ba?" Ya ce: "Na'am!
260_02	Kuma amma dõmin zũciyãta, ta natsu." Ya ce: "To ka riƙi huɗu daga tsuntsãye, ka karkatar da su zuwa gare ka, ka yanka su, sa'an nan kuma ka sanya juzu'i daga gare su a kan kõwane dũtse, sa'an nan kuma ka kira su zã su zo maka gudãne. Kuma ka sani cẽwa lalle Allah Mabuwãyi ne, Masani."
261_00	Sifar waɗanda suke ciyar da dũkiyõyinsu a cikin hanyar Allah, kamar sifar ƙwãyã ce wadda ta tsirar da zangarniya bakwai, a cikin kõwace zangarniya akwai ƙwãya ɗari.
261_01	Kuma Allah Yana riɓinyawa ga wanda Ya so. Kuma Allah Mawadãci ne, Masani.
262_00	Waɗanda suke ciyar da dũkiyõyinsu a cikin hanyar Allah, sa'an nan kuma bã su biyar wa abin da suka ciyar ɗin da
262_01	gõri, ko cũta, suna da sakamakonsu a wurin ubangijinsu, kuma bãbu tsõro a kansu, kuma ba su zama suna baƙin ciki ba.
263_00	Magana mai kyau da gãfartawa su ne mafi alhẽri daga sadaka wadda wata cũtarwa take biyar ta. Kuma Allah Wadatacce ne, Mai haƙuri.
264_00	Yã ku waɗanda suka yi ĩmãni!
264_01	Kada ku ɓãta sadakõkinku da gõri da cũtarwa, kamar wanda yake ciyar da dũkiyarsa dõmin nũna wa mutãne, kuma bã ya yin ĩmãni da Allah da Rãnar Lãhira.
264_02	To, abin da yake misãlinsa, kamar falalen dũtse ne, a kansa akwai turɓãya, sai wãbilin hadari ya sãme shi, sai ya bar shi ƙanƙara. Bã su iya amfani da kõme daga abin da suka sanã'anta. Kuma Allah ba Ya shiryar da mutãne kãfirai.
265_00	Kuma sifar waɗanda suke ciyar da dũkiyarsu dõmin nẽman yardõjin Allah, kuma da tabbatarwa daga kansu, kamar misãlin lambu ne a jigãwa wadda wãbilin hadari ya sãmu, sai ta bãyar da amfãninta ninki biyu To, idan wãbili bai sãme ta ba, sai yayyafi (ya ishe ta).
265_01	Kuma Allah ga abin da kuke aikatawa Mai gani ne.
266_00	Shin ɗayanku nã son cẽwa wani lambu ya kasance a gare shi daga dabĩnai da inabõbi' marẽmari suna gudãna daga ƙarƙashinsa, yana da, a cikinsa daga kõwane 'ya'yan itãce, kuma tsũfa ya sãme shi, alhãli kuwa yana da zũriyya masu rauni sai gũguwa wadda take a cikinta akwai wuta, ta sãme shi, har ta ƙõne?
266_01	Kamar wancan ne Allah Yana bayyanãwar ãyõyi a gare ku, tsammãninku kuna tunãni.
267_00	Ya ku waɗanda suka yi ĩmãni!
267_01	Ku ciyar daga mai kyaun abin da kuka sanã'anta, kuma daga abin da Muka fitar sabõda ku daga ƙasa, kuma kada ku yi nufin mummuna ya zama daga gare shi ne kuke ciyarwa, alhãli kuwa ba ku zama mãsu karɓarsa ba fãce kun runtse ido a cikinsa. Kuma ku sani cẽwa lalle ne, Allah Mawadãci ne, Gõdadde.
268_00	Shaiɗan yana yi muku alƙawarin talauci, kuma yana umurnin ku da alfasha, kuma Allah Yana yi muku alƙawarin gãfara daga gare shi da ƙãri, kuma Allah Mawadãci ne, Masani.
269_00	Yana bãyar da hikima (ga fahimtar gaskiyar abubuwa) ga wanda Yake so. Kuma wanda aka bai wa hikima to lalle ne an bã shi alhẽri mai yawa. Kuma bãbu mai tunãni fãce ma'abuta hankula.
270_00	Kuma abin da kuka ciyar daga ciyarwa, kõ kuka cika alwãshi daga wani bãkance, to, lalle ne, Allah Yana sanin sa. Kuma azzãlumai bã su da wasu mataimaka.
271_00	Idan kun nũna sadakõki to, yana da kyau ƙwarai kuma idan kuka ɓõye su kuma kuka je da su ga matalauta, to shi ne mafi alhẽri a gareku, kuma Yana kankarẽwa, daga barinku, daga miyãgun ayyukanku.
271_01	Kuma Allah ga abin da kuke aikatawa Masani ne.
272_00	Shiryar da su bã ya a kanka, kuma amma Allah Shi ne Yake shiryar da wanda Yake so, kuma abin da kuka ciyar daga alhẽri, to, dõmin kanku ne,
272_01	kuma bã ku ciyarwa, fãce dõmin nẽman yardar Allah, kuma abin da kuke ciyarwa daga alhẽri zã a cika lãdarsa zuwa gare ku, alhãli kuwa kũ bã a zãluntarku.
273_00	(Ciyarwar a yĩ ta) ga matalautan nan waɗanda aka tsare a cikin hanyar Allah, ba su iya tafiyar fatauci a cikin ƙasa, jãhilin hãlinsu yana zaton su wadãtattu sabõda kãmun kai kana sanin su da alãmarsu, ba su rõƙon mutãne da nãcẽwa.
273_01	Kuma abin da kuka ciyar daga alhẽri, to, lalle Allah gare shi Masani ne.
274_00	Waɗanda suke ciyar da dukiyõyinsu, a dare da yini, ɓõye da bayyane, to suna da sakamakonsu a wurin Ubangijinsu. Kuma bãbu tsõro a kansu, kuma ba su zama suna baƙin ciki ba.
275_00	Wadanda suke cin ribã ba su tashi, fãce kamar yadda wanda da Shaiɗan yake ɗimautarwa daga shafa yake tashi.
275_01	Wancan, dõmin lalle ne sun ce: "Ciniki kamar riba yake."Kuma Allah Ya halatta ciniki kuma Ya haramta riba.
275_02	To, wanda wa'azi daga Ubangijinsa, ya je masa, sa'an nan ya hanu, to yana da abin da ya shige, kuma al'amarinsa (ana wakkala shi) zuwa ga Allah. Kuma wanda ya kõma, to, waɗannan sũ ne abõkan Wuta, sũ a cikinta madawwama ne.
276_00	Allah Yana shãfe albarkar riba, kuma Yana ƙãra sadakõki. Kuma Allah bã Ya son dukan mai yawan kãfirci, mai zunubi.
277_00	Lalle ne, waɗanda suka yi ĩmãni, kuma suka aikata ayyukan ƙwarai, kuma suka tsayar da salla, kuma suka bãyar da
277_01	zakka, suna da sakamakonsu a wurin Ubangijinsu, kuma bãbu tsõro a kansu, kuma ba su zama suna yin baƙin ciki ba.
278_00	Yã ku waɗanda suka yi ĩmãni! Ku bi Allah da taƙawa kuma ku bar abin da ya rage daga riba, idan kun kasance mãsu ĩmãni.
279_00	To, idan ba ku aikata ba to, ku sani fa da akwai yãƙi daga Allah da ManzonSa. Kuma idan kun tũba to kuna da asalin dũkiyõyinku, bã ku zãlunta, kuma bã a zãluntar ku.
280_00	Kuma idan ma'abucin wahala ya kasance (mawahalci) to, jinkirtãwa ake yi zuwa ga sauƙin al'amarinsa, kuma dã kun yi sadaka, shi ne mafi alhẽri a gare ku, idan kun kasance kuna sani.
281_00	Kuma ku ji tsõron wani yini wanda ake mayar da ku a cikinsa zuwa ga Allah, sa'an nan kuma a cika wa kõwane rai abin da ya sanã'anta, kuma sũ bã a zãluntar su.
282_00	Yã ku waɗanda suka yi ĩmãni!
282_01	Idan kun yi mu'ãmalar bãyar da bãshi zuwa ga wani ajali ambatacce, sai ku rubũta shi.
282_02	Kuma wani marubuci ya yi rubũtu a tsakaninku da ãdalci.
282_03	Kuma kada marubũci ya ki rubũtãwa, kamar yadda Allah Ya sanar da shi, sai ya rubũta.
282_04	Kuma wanda bãshin yake a kansa sai ya yi shibta, kuma ya ji tsõron Allah, Ubangijinsa, da taƙawa, kuma kada ya rage wani abu daga gare shi.
282_05	To, idan wanda bãshin yake a kansa yã kasance wãwã ne kõ kuwa rarrauna, kõ kuwa shi bã ya iya shibta, to, sai waliyyinsa ya yi shibtar da ãdalci.
282_06	Kuma ku shaidar da shaidu biyu daga mazanku, to, idan ba su zama maza biyu ba, to, namiji guda da mãtã biyu, daga waɗanda kuke yarda da su daga shaidun dõmin mantuwar ɗayansu, sai gudarsu ta mazãkũtar da ɗayar.
282_07	Kuma kada shaidun su ƙi, idan an kira su.
282_08	Kuma kada ku ƙõsa ga rubũta shi, ƙarami ya kasance kõ babba, zuwa ajalinsa. Wancan ne mafi ãdalci a wurin Allah kuma mafi tsayuwa ga shaida, kuma mafi kusa ga rashin shakkarku. Sai idan ya kasance fatauci ne halartacce wanda kuke gẽwayarwa da shi hannu da hannu a tsakãninku to bãbu laifi a kanku, ya zama ba ku rubũta shi ba. Kuma ku shaidar idan kun yi sayayya. Kuma kada a wahalarda marubuci, kuma kada a wahalar da shaidu kuma idan kun aikata to, lalle ne, shi fãsiƙanci ne game da ku. Kumaku bi Allah da takƙawa, kuma Allah Ya sanar da ku. Kuma Allah ga dukan kõme Masani ne.
283_00	Kuma idan kun kasance a kan tafiya, kuma ba ku sami marubũci ba, to, a bãyar da jingina karɓaɓɓiya (ga hannu).
283_01	To, idan sãshenku ya amince wa sãshe, to, wanda aka amincẽ wannan sai ya bãyar da amãnarsa, kuma ya bi Allah, Ubangijinsa, da taƙawa.
283_02	Kuma kada ku ɓõye shaida, kuma wanda ya ɓõye ta, to, shi mai zunubin zũciyarsa ne. KumaAllah ga abin da kuke aikatãwa Masani ne.
284_00	Allah ne, da abin da yake a cikin sammai da abin da yake a cikin ƙasa, kuma idan kun bayyana abin da yake a cikin zukatanku (na shaida), ko kuka ɓõye shi, Allah zai bincike ku da shi, sa'an nan Ya yi gãfara ga wanda Yake so, kuma Ya azabta wanda Yake so.
284_01	Kuma Allah a kan dukan kõme Mai ĩkon yi ne.
285_00	Manzon Allah yã yi ĩmãni da abin da aka saukar zuwa gare shi daga Ubangijinsa, da mũminai.
285_01	Kõwanensu yã yi ĩmãni da Allah, da mala'ikunSa, da littattafanSa, da manzanninSa.
285_02	Bã mu rarrabẽwa a tsakãnin daya daga manzanninSa. Kuma (mũminai) suka ce: "Mun ji kuma mun yi dã'a; (Muna nẽman) gãfararKa, yã Ubangijinmu, kuma zuwa a gare Ka makõma take "
286_00	Allah ba Ya kallafa wa rai fãce ikon yinsa, yana da lãdar abin da ya tsirfanta, kuma a kansa akwai zunubin abin da ya yi ta aikatãwa: "Yã Ubangijinmu! Kada Ka kãmã mu, idan mun yi mantuwa, ko kuma mun yi kuskure.
286_01	Yã Ubangijinmu! Kuma kada Ka aza nauyi a kanmu, kamar yadda Ka aza shi a kan waɗanda suke a gabãninmu.
286_02	Yã Ubangijinmu! Kada Ka sanya mu ɗaukar abin da bãbu ĩko gare mu da shi. Kuma Ka yãfe daga gare mu, kuma Ka gãfarta mana, kuma Ka yi jin ƙai gare mu. Kai ne Majibincinmu, sabõda haka Ka taimake mu a kan mutãnen nan kãfirai."
