001_00	Elif Lām Mīm.
272_01	Imetak koji udijelite drugima u vašu je korist, ono što udijelite drugima neka bude samo Allahu za ljubav – a ono što od imetka udijelite drugima nadoknadiće vam se potpuno, neće vam biti učinjeno krivo –
273_00	i to siromasima koji, zauzeti na Allahovom putu, nemaju vremena zarađivati pa onaj koji nije u to upućen misli da su, zbog skromnosti, imućni; poznaćeš ih po izgledu njihovu, oni proseći ne dodijavaju ljudima.
273_01	– A ono što od imetka drugima date – Allah, sigurno, za to zna.
274_00	Oni koji udjeljuju imanja svoja i noću i danju, tajno i javno, dobiće nagradu od Gospodara svoga; i ničega se oni neće bojati i ni za čim oni neće tugovati.
275_00	Oni koji se kamatom bave dići će se kao što će se dići onaj koga je dodirom šejtan izbezumio, zato što su govorili: "Kamata je
275_01	isto što i trgovina." A Allah je dozvolio trgovinu, a zabranio kamatu. Onome do koga dopre pouka Gospodara njegova – pa se okani, njegovo je
275_02	ono što je prije stekao, njegov slučaj će Allah rješavati; a oni koji to opet učine – biće stanovnici Džehennema, u njemu će vječno ostati.
276_00	Allah uništava kamatu, a unaprjeđuje milosrđa. Allah ne voli nijednog nevjernika, grješnika.
277_00	One koji vjeruju i čine dobra djela i molitvu obavljaju i zekat daju čeka nagrada
277_01	kod Gospodara njihova; i ničega se oni neće bojati i ni za čim oni neće tugovati.
278_00	O vjernici, bojte se Allaha i od ostatka kamate odustanite, ako ste pravi vjernici.
279_00	Ako ne učinite, eto vam onda, neka znate – rata od Allaha i Poslanika Njegova! A ako se pokajete, ostaće vam glavnice imetaka vaših, nećete nikoga oštetiti, niti ćete oštećeni biti.
280_00	A ako je u nevolji, onda pričekajte dok bude imao; a još vam je bolje, neka znate, da dug poklonite.
281_00	I bojte se Dana kada ćete se svi Allahu vratiti, kada će se svakome ono što je zaslužio isplatiti – nikome krivo neće učinjeno biti.
282_00	O vjernici, zapišite kada jedan od drugog pozajmljujete do određenoga roka.
282_01	I neka jedan pisar između vas to vjerno napiše i neka se pisar ne uzdržava da napiše, ta Allah ga je poučio; neka on piše, a dužnik neka mu u pero kazuje i neka se boji Allaha, Gospodara svoga, i neka ne umanji ništa od toga.
282_02	A ako je dužnik rasipnik ili slab, ili ako nije u stanju u pero kazivati, onda neka kazuje njegov staratelj, i to vjerno.
282_03	I navedite dva svjedoka, dva muškarca vaša, a ako nema dvojice muškaraca, onda jednog muškarca i dvije žene, koje prihvaćate kao svjedoke; ako jedna od njih dvije zaboravi, neka je druga podsjeti.
282_04	Svjedoci se trebaju na svaki poziv odazivati.
282_05	I neka vam ne bude mrsko da ga utanačite pismeno, bio mali ili veliki, s naznakom roka vraćanja.
282_06	To vam je kod Allaha ispravnije i prilikom svjedočenja jače, i da ne sumnjate – bolje; ali, ako je riječ o robi koju iz ruke u ruku obrćete, onda nećete zgriješiti ako to ne zapišete.
282_07	Navedite svjedoke i kada kupoprodajne ugovore zaključujete i neka ne bude oštećen ni pisar, ni svjedok.
282_08	A ako to učinite, onda ste zgriješili. I bojte se Allaha – Allah vas uči, i Allah sve zna.
283_00	Ako ste na putu, a ne nađete pisara, onda uzmite zalog.
283_01	A ako jedan kod drugog nešto pohranite, neka onaj opravda ukazano mu povjerenje i neka se boji Allaha, Gospodara svoga.
283_02	I ne uskratite svjedočenje; ko ga uskrati, srce njegovo će biti grješno, a Allah dobro zna ono što radite.
284_00	Allahovo je sve što je na nebesima i što je na Zemlji!
284_01	Pokazivali vi ono što je u dušama vašim ili to krili Allah će vas za to pitati; oprostiće onome kome On hoće, a kazniće onoga koga On hoće – Allah je kadar sve.
285_00	Poslanik vjeruje u ono što mu se objavljuje od Gospodara njegova, i vjernici – svaki vjeruje
285_01	u Allaha, i meleke Njegove, i knjige Njegove, i poslanike Njegove: "Mi ne izdvajamo nijednog od
285_02	poslanika Njegovih." I oni govore: "Čujemo i pokoravamo se; oprosti nam, Gospodaru naš; Tebi ćemo se vratiti."
286_00	Allah nikoga ne opterećuje preko mogućnosti njegovih: u njegovu korist je dobro koje učini, a na njegovu štetu zlo koje uradi.
286_01	Gospodaru naš, ne kazni nas ako zaboravimo ili što nehotice učinimo!
286_02	Gospodaru naš, ne tovari na nas breme kao što si ga tovario na one prije nas! Gospodaru naš, ne stavljaj nam u dužnost ono što ne možemo podnijeti, pobriši grijehe naše i oprosti nam, i smiluj se na nas. Ti si Gospodar naš pa nam pomozi protiv naroda koji ne vjeruje!
