001_00	Alef, Lam, Mim.
280_00	Se vosso devedor se achar em situação precária, concedei-lhe uma moratória; mas, se o perdoardes, será preferívelpara vós, se quereis saber.
281_00	E temei o dia em que retornareis a Deus, e em que cada alma receberá o seu merecido, sem ser defraudada.
282_00	Ó fiéis, quando contrairdes uma dívida por tempo fixo, documentai-a; e que um escriba, na vossa presença, ponha-afielmente por escrito; que nenhum escriba se negue a escrever, como Deus lhe ensinou.
282_01	Que o devedor dite, e que tema aDeus, seu Senhor, e nada omita dele (o contrato).
282_02	Porém, se o devedor for insensato, ou inapto, ou estiver incapacitado aditar, que seu procurador dite fielmente, por ele.
282_03	Chamai duas testemunhas masculinas de vossa preferência, a fim de que, seuma delas se esquecer, a outra recordará.
282_04	Que as testemunhas não se neguem, quando forem requisitadas.
282_05	Não desdenheisdocumentar a dívida, seja pequena ou grande, até ao seu vencimento.
282_06	Este proceder é o mais eqüitativo aos olhos de Deus, omais válido para o testemunho e o mais adequado para evitar dúvidas.
282_07	Tratando-se de comércio determinado, feito de mãoem mão, não incorrereis em falta se não o documentardes.
282_08	Apelai para testemunhas quando mercadejardes, e que o escriba eas testemunhas não seja coagidos; se os coagirdes, cometereis delito. Temei a Deus e Ele vos instruirá, porque é Onisciente.
283_00	Se estiverdes em viagem e não encontrardes um escriba, deixareis um penhor resgatável; quando vos confiardesreciprocamente, saiba, quem tiver recebido o depósito, que deverá restituí-lo, temendo a Deus, seu Senhor.
283_01	Não vos negueisa prestar testemunho; saiba, pois, quem o negar, que seu coração é nocivo.
283_02	Deus sabe o que fazeis.
284_00	A Deus pertence tudo quanto há nos céus e na terra.
284_01	Tanto o que manifestais, como o que ocultais, Deus vo-lo julgará. Ele perdoará a quem desejar e castigará a quem Lhe aprouver, porque é Onipotente.
285_00	O Mensageiro crê no que foi revelado por seu Senhor e todos os fiéis crêem em Deus, em Seus anjos, em Seus Livros eem Seus mensageiros.
285_01	Nós não fazemos distinção entre os Seus mensageiros.
285_02	Disseram: Escutamos e obedecemos. Sóanelamos a Tua indulgência, ó Senhor nosso! A Ti será o retorno!
286_00	Deus não impõe a nenhuma alma uma carga superior às suas forças. Beneficiar-se-á com o bem quem o tiver feito esofrerá mal quem o tiver cometido. Ó Senhor nosso, não nos condenes, se nos esquecermos ou nos equivocarmos!
286_01	Ó Senhornosso, não nos imponhas carga, como a que impuseste a nossos antepassados! Ó Senhor nosso, não nos sobrecarregues como que não podemos suportar! Tolera-nos!
286_02	Perdoa-nos! Tem misericórdia de nós! Tu és nosso Protetor! Concede-nos a vitóriasobre os incrédulos!
