001_00	อะลิฟ ลาม มีม
145_00	และมิเคยปรากฏแก่ชีวิตใดที่จะตายนอกจากด้วยอนุมัติของอัลลอฮ์เท่านั้น ทั้งนี้เป็นลิขิตที่ถูกกำหนดไว้
145_01	และผู้ใดต้องการผลตอบแทนในโลกนี้ เราก็จะให้แก่เขาจากโลกนี้ และผู้ใดต้องการผลตอบแทนในปรโลก เราก็จะให้แก่เขาจากปรโลกและจะตอบแทนแก่ผู้กตัญญูทั้งหลาย
146_00	และนะบีกี่มากน้อยแล้ว ที่กลุ่มชนอันมากมายได้ต่อสู้ร่วมกับเขา แล้วพวกเขาหาได้ท้อแท้ไม่ต่อสิ่งที่ได้ประสบแก่พวกเขาในทางของอัลลอฮ์
146_01	และพวกเขาหาได้อ่อนกำลังลง และหาได้สยบไม่ และอัลลอฮ์นั้นทรงรักผู้ที่อดทนทั้งหลาย
147_00	และคำพูดของพวกเขามิปรากฏเป็นอื่นใด นอกจากพวกเขากล่าวว่า โอ้พระเจ้า แห่งพวกข้าพระองค์ โปรดได้ทรงอภัยโทษให้แก่พวกข้าพระองค์ด้วยเถิด ซึ่งบรรดาความผิดของพวกข้าพระองค์ และการที่พวกข้าพระองค์กระทำเกินขอบเขตในกิจการของพวกข้าพระองค์ และโปรดทรงให้เท้าของพวกข้าพระองค์มั่นอยู่ และโปรดทรงช่วยเหลือพวกข้าพระองค์ให้ชนะเหนือกลุ่มชนผู้ปฏิเสธศรัทธาด้วย
148_00	แล้วอัลลอฮ์ก็ทรงประทานให้แก่พวกเขาซึ่งผลตอบแทนแห่งโลกนี้ และผลตอบแทนที่ดีแห่งปรโลก และอัลลอฮ์นั้นทรงรักผู้กระทำดีทั้งหลาย
149_00	โอ้ผู้ศรัทธาทั้งหลาย ! หากพวกเจ้าเชื่อฟังบรรดาผู้ที่ปฏิเสธศรัทธาแล้ว พวกเขาก็จะให้พวกเจ้ากลับส้นเท้าของพวกเจ้าเสีย แล้วพวกเจ้าก็จะกลับเป็นผู้ที่ขาดทุน
150_00	แต่ทว่าอัลลอฮ์ต่างหาก คือผู้ช่วยเหลือพวกเจ้า และพระองค์ทรงเป็นผู้ที่ดีเยี่ยมในบรรดาผู้ช่วยเหลือทั้งหลาย
151_00	เราจะโยนความกลัวเข้าไปในหัวใจของบรรดาผู้ที่ปฏิเสธศรัทธาเหล่านั้น เนื่องจากการที่พวกเขาให้มีภาคีแก่อัลลอฮ์ ซึ่งสิ่งที่พระองค์มิได้ทรงประทานหลักฐานใด ๆ มายืนยันในสิ่งนั้น และที่อยู่ของพวกเขา คือขุมนรก ช่างเลวร้ายจริง ๆ ซึ่งที่อยู่ของบรรดาผู้อธรรม
152_00	และแน่นอน อัลลอฮ์ได้ทรงให้สัญญาของพระองค์สมจริงแก่พวกเจ้าแล้ว ขณะที่พวกเจ้าเข่นฆ่าพวกเขา ด้วยอนุมัติของอัลลอฮ์
152_01	จนกระทั้งพวกเจ้าขลาดที่จะต่อสู้ และขัดแย้งกันในคำสั่ง และพวกเจ้าได้ฝ่าฝืน หลังจากที่พระองค์ได้ทรงให้พวกเจ้าเห็นสิ่งที่พวกเจ้าชอบแล้ว
152_02	จากนั้นมีผู้ที่ต้องการโลกนี้ และจากพวกเจ้านั้นมีผู้ที่ต้องการปรโลก(แล้วพระองค์ก็ทรงให้พวกเจ้าหันกลับขากพวกเขาเสีย เพื่อที่จะทรงทดสอบพวกเจ้า และแน่นอนพระองค์ได้ทรงอภัยโทษให้แก่พวกเจ้าแล้ว และอัลลอฮ์นั้นเป็นผู้ทรงมีพระคุณแก่ผู้ศรัทธาทั้งหลาย
153_00	จงรำลึกถึงขณะที่พวกเจ้าหนีเอาตัวรอด และไม่เหลียวมองคนหนึ่งคนใด ทั้ง ๆ ที่ร่อซูลกำลังเรียกพวกเจ้าอยู่ทางเบื้องหลังของพวกเจ้า
153_01	แล้วพระองค์ก็ได้ทรงตอบแทนพวกเจ้าซึ่งความเศร้าโศกอย่างหนึ่ง พร้อมด้วยความเศร้าโศกอีกอย่างหนึ่ง เพื่อว่าพวกเจ้าจะได้ไม่เสียในสิ่งที่หลุดมือพวกเจ้าไป และไม่เสียใจต่อสิ่งที่ประสบแก่พวกเจ้า และอัลลอฮ์นั้นทรงรอบรู้อย่างละเอียดต่อสิ่งที่พวกเจ้ากระทำกัน
154_00	แล้วพระองค์ก็ทรงประทานแก่พวกเจ้า ซึ่งความปลอดภัย หลังจากความเศร้าโศกนั้น คือให้มีการงีบหลับครอบคลุมกลุ่มหนึ่งในหมู่พวกเจ้า และอีกกลุ่มหนึ่งนั้น ตัวของพวกเขาเองทำให้พวก
154_01	เขากกระวนกระวายใจ พวกเขากล่าวหาอัลลอฮ์ โดยปราศจากความเป็นธรรมอย่างพวกสมัยงมงาย (อัลญาฮิลียะฮ์) พวกเขากล่าวว่า มีสิ่งหนึ่งสิ่งใดจากกิจการนั้นเป็นสิทธิของเราบ้างไหม? จงก
154_02	กล่าวเถิด (มุฮัมมัด) ว่า แท้จริงิจการนั้นทั้งหมดเป็นสิทธิของอัลลอฮ์เท่านั้น พวกเขาปกปิดไว้ในใจของพวกเขา สิ่งซึ่งพวกเขาจะไม่เปิดเผยแก่เจ้า พวกเขากล่าวว่าหากปรากฏว่ามีส
154_03	ิ่งหนึ่งสิ่งใดจากกิจการนั้น เป็นสิทธิของเราแล้วไซร้ พวกเราก็ไม่ถูกฆ่าตายที่นี่ จงกล่าวเถิด (มุฮัมมัด) ว่า แม้ปรากฏว่า พวกท่านอยู่ในบ้านของพวกท่านก็ตาม แน่นอนบรรดาผู้ที
154_04	่การฆ่าได้ถูกกำหนดแก่พวกเขา ก็จะออกไปสู่ที่นอนตายของพวกเขา และเพื่อที่อัลลอฮ์จะทรงทดสอบสิ่งที่อยู่ในหัวอกของพวกเจ้า และอัลลอฮ์นั้นเป็นผู้ทรงรอบรู้สิ่งที่อยู่หัวอกทั้งหลาย ก
155_00	แท้จริงบรรดาผู้ที่อยู่ในหมู่พวกเจ้าที่หันหลังหนีในวันที่สองกลุ่ม เผชิญหน้ากันนั้น แท้จริงชัยฎอนต่างหากที่ทำให้พลั้งพลาดไป เนื่อง
155_01	จากบางสิ่งที่พวกเขาได้ประกอบไว้เท่านั้น และแน่นอนอัลลอฮ์ก็ทรงอภัยให้แก่พวกเขาแล้ว แท้จริงอัลลอฮ์นั้นเป็นทรงอภัยโทษ ผู้ทรงหนักแน่น
156_00	โอ้ผู้ที่ศรัทธาทั้งหลาย!
156_01	จงอย่าเป็นเช่นบรรดาผู้ที่ปฏิเสธศรัทธา และกล่าวแก่พวกพ้องของพวกเขา ขณะที่เขาเหล่านั้นเดินทางไปในผืนแผ่นดิน หรือขณะที่เขาเหล่านั้นเป็นนักรบว่า หากพวกเขาอยู่ที่เราแล้วพวกเขาก็ย่อมไม่ตาย และไม่ถูกฆ่า เพื่อว่าอัลลอฮ์จะทรงให้เรื่องนั้นเป็นที่เศร้าโศกในหัวใจของพวกเขา และอัลลอฮ์นั้นทรงให้เป็นและให้ตาย และอัลลอฮ์เป็นผู้ทรงเห็นในสิ่งที่พวกเจ้ากระทำกัน
157_00	และแน่นอน ถ้าหากพวกเจ้าถูกฆ่าในทางของอัลลอฮ์ หรือพวกเจ้าตาย (ในทางของพระองค์) แล้วแน่นอนการอภัยโทษและการเอ็นดุเมตตาจากอัลลอฮ์นั้นดียิ่งกว่าสิ่งที่พวกเขาสะสมกันอยู่
158_00	และแน่นอน ถ้าหาพวกเจ้าตายไปหรือถูกฆ่า แล้ว แน่นอนยังอัลลอฮ์เท่านั้นที่พวกเจ้าจะถูกนำไปชุมนุม
159_00	เนื่องด้วยความเมตตาจากอัลลอฮ์นั่นเอง เจ้า(มุฮัมมัด) จึงได้สุภาพอ่อนโยนแก่พวกเขา และถ้าหากเจ้าเป็นผู้ประพฤติหยาบช้า และมีใจแข็งกระด้างแล้วไซร้ แน่นอนพวกเขาก็ย่อมแยกตัวออกไปจากรอบ ๆ เจ้ากันแล้ว ดัง
159_01	นั้นจงอภัยให้แก่พวกเขาเถิด และจงขออภัยให้แก่พวกเขาด้วย และจงปรึกษาหารือกับพวกเขาในกิจการทั้งหลาย ครั้นเมื่อเจ้าได้ตัดสินใจแล้ว ก็จงมอบหมายแด่อัลลอฮ์เถิด แท้จริงอัลลอฮ์ทรงรักใคร่ผู้มอบหมายทั้งหลาย
160_00	หากว่าอัลลอฮ์ทรงช่วยเหลือพวกเจ้าก็ไม่มีผู้ใดชนะพวกเจ้าได้ และหากพระองค์ทรงทอดทิ้งพวกเจ้าแล้ว ก็ผู้ใดเล่าจะช่วยเหลือพวกเจ้าได้หลังจากพระองค์ และแด่อัลลอฮ์นั้น ผู้ศรัทธาทั้งหลายจงมอบหมายเถิด
161_00	และไม่ปรากฏแก่นะบีคนใดที่จะยักยอก(ทรัพย์เชลย) และผู้ใดยักยอกแล้ว เขาก็จะนำสิ่งที่เขายักยอกนั้นมาในวันกิยามะฮ์แล้วแต่ละคนจะได้รับการตอบแทนอย่างครบถ้วน ตามที่เขาได้แสวงหาไว้ โดยที่พวกเขาจะไม่ได้รับความอยุติธรรม
162_00	ผู้ที่ปฏิบัติตาม ความปิติยินดีของอัลลอฮ์นั้น จะเหมือนกับผู้ที่ได้นำความกริ้วโกรธจากอัลลอฮ์กลับไปกระนั้นหรือ ? และที่อยู่ของเขานั้นคือ ญะฮันนัม และเป็นที่กลับอันเลวร้ายยิ่ง
163_00	พวกเขาเหล่านั้นมีหลายระดังขั้น ณ อัลลอฮ์ และอัลลอฮ์นั้นเป็นผู้ทรงเห็นในสิ่งที่พวกเขากระทำกัน
164_00	แน่นอนยิ่ง อัลลอฮ์นั้นทรงมีพระคุณแก่ผู้ศรัทธาทั้งหลาย โดยที่พระองค์ได้ทรงส่งร่อซูลคนหนึ่งจากพวกเขาเองมาในหมู่พวกเขาโดดยที่เขาจะได้อ่านบรรดาโองการของพระองค์ให้พวกเขาฟัง
164_01	และจะทำให้พวกเขาสะอาดและจะสอนคัมภีร์ และความรู้เกี่ยวกับข้อปฏิบัติในบัญญัติศาสนาแก่พวกเขาด้วย และแท้จริงเมื่อก่อนนั้นพวกเขาเคยอยู่ในความหลงผิดอันชัดแจ้ง
165_00	และเมื่อมีภยันตรายหนึ่ง ประสบแก่พวกเจ้า ทั้ง ๆ ที่พวกเจ้าได้ให้ประสบแก่พวกเขามาแล้วถึงสองเท่าแห่งภยันตรายนั้น พวกเจ้าก็ยังกล่าวว่าสิ่งนี้มาจากไหนกระนั้นหรือ ? จงกล่าวเถิด(มุฮัมมัด) ว่า มันมาจากที่ตัวของพวกท่านเอง แท้จริงอัลลอฮ์เป็นผู้ทรงเดชานุภาพเหนือทุกสิ่งทุกอย่าง
166_00	และสิ่งที่ประสบแก่พวกเจ้า ในวันที่สองกลุ่มเผชิญกันนั้นก็โดยอนุมัติของอัลลอฮ์ และเพื่อที่พระองค์จะทรงรู้ ผู้ศรัทธาทั้งหลายนั้นเอง
167_00	และเพื่อพระองค์จะทรงรู้บรรดาผู้ที่กลับกลอก ด้วย และได้ถูกกล่าวแก่พวกเขาว่าจงมากันเถิด จงต่อสู้ในทางของอัลลอฮ์กัน หรือไม่ก็จงป้องกัน พวกเขากล่าวว่า หากเรารู้ว่ามีการสู้รบกันแล้ว แน่นอนเราก็
167_01	ตามพวกท่านไปแล้ว ในวันนั้น พวกเขาใกล้แก่การปฏิเสธศรัทธายิ่งกว่าพวกเขามีศรัทธา พวกเขาจะกล่าวด้วยปากของพวกเขา สิ่งที่ไม่ใช่อยู่ในหัวใจของพวกเขา และอัลลอฮ์นั้นทรงรู้ยิ่งใยสิ่งที่พวกเขาปกปิดกัน
168_00	บรรดาผู้ที่พูดเกี่ยวแก่พี่น้องของพวกเขา โดยที่พวกเขานั่งเฉยอยู่ ว่าถ้าหากพวกเขาเชื่อฟังเรา พวกเขาก็ไม่ถูกฆ่า จงกล่าวเถิด(มุอัมมัด) ว่า พวกท่านจงป้องกันความตายให้พ้นจากตัวของพวกท่านเถิด หากพวกท่านพูดจริง
169_00	และเจ้าจงอย่าได้คิดเป็นอันขาดว่า บรรดาผู้ที่ถูกฆ่าในทางของอัลลอฮ์นั้นตาย มิได้ พวกเขายังมีชีวิตอยู่ ณ พระเจ้าของพวกเขาในสภาพที่ได้รับปัจจัยยังชีพ
170_00	ปลาบปลื้มต่อสิ่ง ที่อัลลอฮ์ทรงประทานให้แก่พวกเขา จากความกรุณาของพระองค์ และปิติยินดีต่อบรรดาผู้ที่ยังมาไม่ทันพวกเขาซึ่งอยู่เบื้องหลังพวกเขา ว่า ไม่มีความกลัวใด ๆ แก่พวกเขาและทั้งพวกเขาจะไม่เสียใจ
171_00	พวกเขาปิติยินดีต่อสิ่งอำนวยความสุขจากอัลลอฮ์ และความกรุณา(จากพระองค์)ด้วย และแท้จริงอัลลอฮ์นั้นจะไม่ทรงให้สูญหายซึ่งรางวัลของผู้ศรัทธาทั้งหลาย
172_00	คือบรรดาผู้ที่ตอบรับอัลลอฮ์ และร่อซูลหลังจากที่บาดแผลได้ประสบแก่พวกเขา สำหรับบรรดาผู้กระทำดีในหมู่พวกเขาและมีความยำเกรงนั้น คือรางวัลอันยิ่งใหญ่หลวง
173_00	บรรดาที่ ผู้คน ได้กล่าวแก่พวกเขาว่า แท้จริงมีผู้คน ได้ชุมนุมสำหรับพวกท่าน ดังนั้นพวกท่านจงกลัวพวกเขาเถิดแล้วมัน ได้เพิ่มการอีมานแก่พวกเขา และพวกเขากล่าวว่าอัลลอฮ์นั้นเป็นผู้ที่พอเพียงแก่เราแล้ว และเป็นผู้รับมอบหมายที่ดีเยี่ยม
174_00	แล้วพวกเขาได้กลับมา พร้อมด้วยความกรุณาจากอัลลอฮ์ และความโปรดปราน(จากพระองค์) โดยมิได้มีอันตรายใด ๆ ประสบแก่พวกเขา และพวกเขาได้ปฏิบัติตามความพอพระทัยของอัลลอฮ์ และอัลลอฮ์คือผู้ทรงโปรดปรานที่ยิ่งใหญ่
175_00	แท้จริงชัยฏอนนั้น เพียงขู่ได้เฉพาะบรรดาผู้ที่ปฏิบัติตามมันเท่านั้น ดังนั้นพวกเจ้าจงอย่ากลัวพวกเขา และจงกลัวข้าเถิด หากพวกเจ้าเป็นผู้ศรัทธา
176_00	และจงอย่าให้บรรดาผู้รีบเร่งกันในการปฏิเสธศรัทธา เป็นที่เสียใจแก่เจ้า แท้จริงพวกเขาจะไม่ก่อ่ให้เกิดอันตรายแก่อัลลอฮ์ ได
176_01	้แต่อย่างใดเลย อัลลอฮ์นั้นทรงต้องการที่จะไม่ให้มีส่วนได้ใด ๆ แก่พวกเขาในปรโลก และสำหรับพวกเขานั้นคือการลงโทษอันยิ่งใหญ่
177_00	แท้จริงบรรดาผู้ที่ซื้อการกุฟุร์ ด้วยการอีมาน นั้น พวกเขาจะไม่ก่อให้เกิดอันตรายแก่อัลลอฮ์ได้แต่อย่างใดเลย และสำหรับพวกเขานั้นคือการลงโทษอันเจ็บแสบ
178_00	และบรรดาผู้ที่ปฏิเสธศรัทธานั้น จงอย่าได้คิดเป็นอันขาดว่า ที่เราประวิง ให้แก่พวกเขานั้น เป็นการดีแก่ตัวของพวกเขาแท้จริงที่เราประวิงให้แก่พวกเขานั้น เพื่อพวกเขาจะได้เพิ่มพูนซึ่งบาปกรรม เท่านั้น และสำหรับพวกเขานั้น คือการลงโทษอันต่ำช้า
179_00	ใช่ว่าอัลลอฮ์จะทรงทอดทิ้งบรรดาผู้ศรัทธาไว้ในสภาพที่พวกเจ้ากำลังเป็นอยู่ก็หาไม่ จนกว่าพระองค์จะทรงจำแนกผู้ที่เลวออกจากผู้ที่ดีเท่านั้น
179_01	และใช่ว่าอัลลอฮ์จะทรงให้พวกเจ้ามองเห็นสิ่งเร้นลับก็หาไม่ แต่ทว่าอัลลอฮ์นั้นจะทรงคัดเลือกจากบรรดาร่อซูลของพระองค์ผู้ที่พระองค์ทรงประส
179_02	งค์ ดังนั้นพวกเจ้าจงศรัทธาต่ออัลออฮ์ และบรรดาร่อซูลของพระองค์เถิด และหากพวกเจ้าศรัทธาและยำเกรงแล้ว สำหรับพวกเจ้าก็คือ รางวัลอันยิ่งใหญ่
180_00	และบรรดาผู้ที่ตระหนี่ในสิ่งที่อัลลอฮ์ได้ทรงประทานให้แก่พวกเขาจากความกรุณาของพระองค์นั้น จงอย่าได้คิดเป็นอันขาดว่ามันเป็นการดีแก่พวกเขา หากแต่มันเป็นความชั่ว แก่พวกเขา ซึ่งพวกเข
180_01	าจะถูกคล้องสิ่งที่พวกเขาได้ตระหนี่มันไว้ในวันกิยามะฮ์ และสำหรับอัลลอฮ์นั้น คือมรดกแห่งบรรดาชั้นฟ้า และแผ่นดิน และอัลลอฮ์นั้นเป็นผู้ทรงรอบรู้อย่างละเอียดในสิ่งที่พวกเจ้ากระทำกัน
181_00	แน่นอนยิ่ง อัลลอฮ์ทรงได้ยินคำพูดของบรรดาผู้ที่ กล่าวว่า แท้จริงอัลลอฮ์นั้นเป็นผู้ยากจน และพวกเรานั้นเป็นผู้มั่งมี เรา จะจารึกสิ่ง
181_01	ที่พวกเขาได้กล่าวไว และการที่พวกเขาฆ่าบรรดานะบี โดยปราศจากความเป็นธรรมด้วยและเราจะกล่าวว่าพวกเจ้าจงลิ้มการลงโทษแห่งเปลว เพลิงเถิด
182_00	นั่น ก็เพราะสิ่งที่มือของพวกเจ้าได้ประกอบไว้ก่อน และแท้จริงอัลลอฮ์นั้นมิใช่ผู้อธรรมแก่ปวงบ่วงทั้งหลาย
183_00	บรรดาผู้ที่กล่าว ว่า แท้จริงอัลลอฮ์นั้นได้ทรงสั่งเสียแก่เราว่า เราจะไม่ศรัทธาแก่ร่อซูลคนใด จนกว่าเขาจะนำมาแก่เรา ซึ่งสิ่งพลีแด่อัลลอฮ์อย่างใดอย่างหนึ่งซึ่งจะมีไฟกินมัน จงกล่าวเถิด
183_01	(มุฮัมมัด) ว่า แท้จริงได้มีบรรดาร่อซูลก่อนจากฉันได้นำบรรดาหลักฐานอันชัดเจนมายังพวกท่านแล้ว และได้นำสิ่งที่พวกท่านได้กล่าวไว้ด้วย แล้วไฉนเล่า พวกท่านจึงได้ฆ่าพวกเขา หากพวกท่านพูดจริง
184_00	แล้วหากพวกเขาปฏิเสธเจ้า ก็แท้จริงนั้น บรรดาร่อซูลก่อนหน้าเจ้าก็ได้ถูกปฏิเสธมาแล้วซึ่งเขาเหล่านั้นได้นำบรรดาหลักฐานอันชัดเจน บรรดาคัมภีร์ซะบูร์ และคัมภีร์ที่ให้แสงสว่าง มาด้วย
185_00	แต่ละชีวิตนั้น จะได้ลิ้มรสแห่งความตาย และแท้จริงที่พวกเจ้าจะได้รับรางวัลของพวกเจ้าโดยครบถ้วนนั้น คือวันปรโลก แล้วผู้ใดที่ถูกให้ห่างไกลจากไฟนรก
185_01	และถูกให้เข้าสวรรค์แล้วไซร้ แน่นอน เขาก็ชนะแล้ว และชีวิตความเป็นอยู่แห่งโลกนี้นั้น มิใช่อะไรอื่นนอกจากสิ่งอำนวยประโยชน์แห่งการหลอกลวง เท่านั้น
186_00	แน่นอนยิ่งพวกเจ้าจะถูกทดสอบ ในทรัพย์สมบัติของพวกเจ้าและตัวของพวกเจ้าและแน่นอนยิ่งพวกเจ้าจะได้ยินจากบรรดาผู้ที่ได้รับคัมภีร์ก่อนหน้าพวกเจ้า และบร
186_01	รดาผู้ที่ให้มีภาคีขึ้น (แก่อัลลอฮ์) ซึ่งการก่อความเดือดร้อนอันมากมาย และหากพวกเจ้าอดทนและยำเกรงแล้ว แท้จริงนั่นคือส่วนหนึ่งจากกิจการที่เด็ดเดี่ยว
187_00	และจงรำลึกถึงขณะที่อัลลอฮฺทรงเอาคำมั่นสัญญาจากบรรดาผู้ที่ได้รับคัมภีร์ว่า แน่นอนยิ่งพวกเจ้าจะต้องแจกแจงคัมภีร์ นั้นให้แจ่มแจ้งแก่ประชาชนทั้งหลาย แล
187_01	ะพวกเจ้าจะต้องไม่ปิดบัง มัน แล้วพวกเขาก็เหวี่ยงมันไว้เบื้องหลังพวกเขา และได้แลกเปลี่ยนกับราคาอันเล็กน้อย ช่างเลวร้ายแท้ ๆ สิ่งที่พวกเขาแลกเปลี่ยนมา
188_00	เจ้าจงอย่าคิดเป็นอันขาดว่า บรรดาผู้ที่ปิติยินต่อสิ่งที่พวกเขากระทำ และชอบที่จะได้รับการาชมเชยในสิ่งที่พวกเขามิได้กระทำนั้น (จะรอ
188_01	ดพ้นการลงโทษไปได้) ดังนั้นเจ้าจงอย่าคิดเป็นอันขาดว่า พวกเขาจะมีทางรอดพ้นจากการลงโทษไปได้และสำหรับพวกเขานั้นคือ การลงโทษอันเจ็บแสบ
189_00	และอำนาจแห่งบรรดาชั้นฟ้า และแผ่นดินนั้นเป็นสิทธิของอัลลอฮฺ และอัลลอฮฺนั้นทรงเดชานุภาพ เหนือทุกสิ่งทุกอย่าง
190_00	แท้จริงในการสร้างบรรดาชั้นฟ้าและแผ่นดิน และการที่กลางวันและกลางคืนตามหลังกันนั้น แน่นอนมีหลายสัญญาณสำหรับผู้มีปัญญา
191_00	คือบรรดาผู้ที่รำลึกถึงอัลลอฮ์ ทั้งในสภาพยืน และนั่ง และในสภาพที่นอนตะแคง และพวกเขาพินิจพิจารณากันในการสร้างบรรดาชั้นฟ้า และแผ่นดิน (โดยกล่าวว่า) โอ้พ
191_01	ระเจ้าของพวกเข้าพระองค์ พระองค์มิได้ทรงสร้างสิ่งนี้มาโดยไร้สาระ มหาบริสุทธิ์พระองค์ท่าน โปรดทรงคุ้มครองพวกข้าพระองค์ให้พ้นจากการลงโทษแห่งไฟนรกด้วยเถิด
192_00	โอ้พระเจ้าของพวกข้าพระองค์แท้จริงผู้ใดที่พระองค์ทรงให้เข้าไฟนรก แน่นอนพระองค์ก็ยังความอัปยศแก่เขาแล้ว และสำหรับบรรดาผู้อธรรมนั้น ย่อมไม่มีผู้ช่วยเหลือใด ๆ
193_00	โอ้พระเจ้าของพวกข้าพระองค์! แท้จริงพวกข้าพระองค์ได้ยินผู้ประกาศเชิญชวนผู้หนึ่ง กำลังประกาศเชิญชวนให้มีการศรัทธาว่า ท่านทั้งหลายจงศรัทธาต่อพระเจ้าของพวกเจ้าเถิด และพวกข้าพระองค์ก็ศรัทธากัน โอ้พระเจ้าของพวกข้าพระองค์!
193_01	โปรดทรงอภัยแก่พวกข้าพระองค์ด้วย ซึ่งบรรดาโทษของพวกข้าพระองค์และโปรดลบล้างให้พ้นจากพวกข้าพระองค์ ซึ่งบรรดาความผิดของพวกข้าพระองค์ และโปรดทรงให้พวกข้าพระองค์สิ้นชีวิตโดยร่วมอยู่กับบรรดาผู้ที่เป็นคนดีด้วยเถิด
194_00	โอ้พระผู้เป็นเจ้าของพวกข้าพระองค์! และได้โปรดประทานแก่พวกข้าพระองค์สิ่งที่พระองค์ได้สัญญาไว้แก่พวกข้าพระองค์ โดยผ่านบรรดาร่อซูลของพระองค์ และโปรดอย่าได้ทรงยังความอัปยศแก่พวกข้าพระองค์ในวันปรโลกเลย แท้จริงพระองค์นั้นไม่ทรงผิดสัญญา
195_00	แล้วพระเจ้าของพวกเขาก็ตอบรับพวกเขาว่า แท้จขริงข้าจะไม่ให้สูญเสียซึ่งงานของผู้ทำงานคนหนึ่งคนใดในหมู่พวกเจ้าไม่ว่าจะเป็นชายหรือหญิงก็ตาม โดยที่บางส่วนของพวกเจ้านั้นมาจากอีกบางส่วน
195_01	บรรดาผู้ทีอพยพ และที่ถูกขับไล่ให้ออกจากหมู่บ้านของพวกเขา และได้รับความเดือดร้อนในทางของข้า และได้ต่อสู้และถูกฆ่าตายนั้น แน่นอนข้าจะลบล้างให้พ้นจากพวกเขา ซึ่งบรรดาความผิดของพวกเขา
195_02	และแน่นอนข้าจะให้พวกเขาเข้าบรรดาสวนสวรรค์ซึ่งมีบรรดาแม่น้ำไหลอยู่เบื้องล่างของสวนสวรรค์เหล่านั้น ทั้งนี้เป็นรางวัลตอบแทนจากอัลลอฮ์ และอัลลอฮ์นั้น ณ พระองค์มีการตอบแทนอันดีงาม
196_00	อย่าให้การเคลื่อนไหว ของบรรดาผู้ปฏิเสธศรัทธาในเมืองหลวง เจ้าได้เป็นเอันขาด
197_00	มันเป็นสิ่งอำนวยประโยชน์เล็กน้อยเท่านั้น แล้วที่อยู่ของพวกเขานั้น คือ ญะฮันนัม และช่างเป็นที่พักนอนที่เลวร้ายจริง ๆ
198_00	แต่บรรดาผู้ที่ยำเกรงพระเจ้าของพวกเขานั้น สำหรับพวกเขาคือบรรดาสวนสวรรค์ซึ่งมีแม่น้ำหลายสายไหลอยู่เบื้องล่างของสวนสวรรค์เล่านั้น โดยที่พวกเขาจะพำนักอยู่ในสวนสวรรค์เหล่านั้นตลอดกาล ทั้งนี้เป็นสถานที่รับรองที่มาจากอัลลอฮ์
198_01	และสิ่งที่มีอยู่ ณ อัลลอฮ์นั้น คือสิ่งที่ดียิ่งสำหรับผู้ที่เป็นคนดีทั้งหลาย
199_00	และแท้จริงในหมู่ผู้ได้รับคัมภีร์นั้นมีผู้ที่ศรัทธาต่ออัลลอฮ์ และสิ่งที่ถูกประทานลงมาแก่พวกเจ้า และสิ่งที่ถูกประทานลงมาแก่พวกเขา ในฐานะผู้นอบน้อมต่ออัลลอฮ์
199_01	โดยที่พวกเขาจะไม่แลกเปลี่ยนโองการของอัลลอฮ์กับราคาอันเล็กน้อย ชนเหล่านี้แหละพวกเขาจะได้รับรางวัลของพวกเขา ณ พระผู้เป็นเจ้าของพวกเขาแท้จริงอัลลอฮ์นั้น เป็นผู้ทรงรวดเร็วในการชำระสอบสวน
200_00	โอ้บรรดาผู้ศรัทธาทั้งหลาย ! จงมีความอดทน และจงต่างอดทนซึ่งกันและกันเถิด และจงประจำอยู่ชายแดน และพึงกลัวเกรงอัลลอฮ์เถิด เพื่อว่าพวกเจ้าจะได้รับความสำเร็จ
