001_00	Alif, Lam, Mim.
282_02	trae la deuda y lo haga con temor de Allah, su Señor, sin omitir nada de ello. Y si el que contrae la deuda fuera deficiente o débil, o no
282_03	pudiera dictar, que dicte entonces su tutor con equidad.Y buscad como testigos a dos hombres, pero si no los hubiera, entonces un hombre
282_04	y dos mujeres cuyo testimonio os satisfaga, de manera que si una de ellas olvida, la otra se lo haga recordar.Que los testigos que sean so
282_05	licitados no se nieguen a serlo y no os disguste escribirlo, sea poco o mucho, hasta el final.Esto es más justo ante Allah, más seguro com
282_06	o testimonio y más conveniente para que no tengáis duda.Queda fuera de esto cualquier transacción que hagáis en el acto, pues en ese caso,
282_07	no hay objeción si no lo ponéis por escrito.Procuraos testigos en vuestras transacciones y que no se presione a ningún escribano ni a nin
282_08	gún testigo, pues si lo hicierais, sería una desviación por vuestra parte.Y temed a Allah, y Allah os enseñará. Allah es Conocedor de cada cosa.
283_00	Si estáis de viaje y no encontráis quien escriba, quedaos entonces con una garantía. Y si a a
283_01	lguien le es confiado un depósito, que lo devuelva y que tema a Allah, su Señor. No ocultéis l
283_02	os testimonios. Quien los oculte... Es cierto que su corazón es malvado. Allah sabe lo que hacéis.
284_00	De Allah es cuanto hay en los cielos y en la tierra; tanto si manifestáis lo que hay en vosotros mismos como si lo ocultáis, Allah os pedirá cuentas de ello.
284_01	Y perdonará a quien quiera y castigará a quien quiera. Allah es Poderoso sobre todas las cosas.
285_00	El Mensajero cree en lo que se le ha hecho descender procedente de su Señor y los creyentes (con él).
285_01	Todos creen en Allah, en Sus ángeles, en Sus libros y en Sus mensajeros: "No aceptamos a unos mensajeros y negamos a otros".
285_02	Y dicen: Oímos y obedecemos, (danos) Tu perdón Señor nuestro, y hacia Ti es el retorno.
286_00	Allah no impone a nadie sino en la medida de su capacidad; tendrá a su favor lo que haya obtenido y en su contra lo que se haya buscado.¡Señor nuestro! No nos tomes en cuenta si olvidamos o erramos.¡Señor nuestro!
286_01	No pongas sobre nosotros un peso similar al que pusiste sobre los que nos precedieron.¡Señor nuestro! No nos hagas llevar lo que no podamos soportar.Bórranos las faltas, perdónanos y ten compasión de nosotros.
286_02	Tú eres nuestro Dueño, auxílianos contra la gente incrédula. 3. SURA DE LA FAMILIA DE IMRANEn el nombre de Allah, el Misericordioso, el Compasivo.
