001_00	Alif lam meem.
259_01	Gud lät honom dö och förbli död i hundra år. Därefter väckte Han honom till liv och frågade: "Hur länge har du varit borta?" Han svarade: "Jag har varit borta en dag eller en del av en
259_02	dag." [Gud] sade: "Nej, du har varit borta i hundra år. Men se på din mat och din dryck, som inte har fördärvats, och se på din åsna - Vi har velat göra dig till ett tecken
259_03	för människorna - och se [nu] hur Vi ger liv åt de döda benen och sedan klär dem med kött." Och när allt detta stod klart för honom, sade han: "[Nu] vet jag att Gud har allt i Sin makt."
260_00	[Minns också] Abraham som sade: "Herre!
260_01	Visa mig hur Du återuppväcker de döda." [Gud] frågade: "Tror du då inte?" [Abraham] svarade: "Jo, jag tror, men jag vill att mitt hjärta skall få ro." [Och Gud] sade: "Tag fyra [slag av] fåglar och lär dem att känna din röst.
260_02	Sätt så ut dem, några på varje berg [runt omkring], och ropa sedan på dem, så skall de genast återvända till dig. Och var förvissad om att Gud är allsmäktig, vis."
261_00	DE SOM ger av vad de äger för Guds sak kan liknas vid sädeskorn som ger sju ax och vart ax bär hundra korn.
261_01	Gud mångdubblar avkastningen för den Han vill; Gud når överallt och Han vet allt.
262_00	De som ger av vad de har för Guds sak och som inte låter gåvan följas av [stora ord om] frikostighet eller
262_01	[uttryck] som sårar, skall få sin lön av sin Herre och de skall inte känna fruktan och ingen sorg skall tynga dem.
263_00	Ett vänligt ord och förståelse [för tiggarens elände] är bättre än en gåva, följd av förolämpningar. Gud är Sig själv nog och [behöver inte gåvan]; Han är mild och överseende.
264_00	Troende!
264_01	Beröva inte era gåvor deras värde genom [tal om] frikostighet eller genom [ord] som sårar, som den som ger av vad han äger för att ses [och berömmas] av människor och som inte tror på Gud och den Yttersta dagen.
264_02	Han kan liknas vid en berggrund täckt av [ett tunt lager] jord; ett slagregn faller och sköljer bort allt inpå nakna berget. [Sådana människor] uppnår ingenting med det som de har åstadkommit. Gud leder inte dem som förnekar sanningen.
265_00	Men de som ger av vad de äger för att vinna Guds välbehag och för att stärka sin själ kan liknas vid en trädgård, anlagd på en kulle, som om ett slagregn drabbar den ger dubbel skörd och om den undgår slagregn [får glädjas åt] milt duggregn.
265_01	Gud ser vad ni gör.
266_00	Skulle någon av er önska att han hade en trädgård med dadelpalmer och vinstockar, vattnad av bäckar, [en trädgård] som ger honom alla slag av frukter, och att han, redan böjd av ålder och omgiven av minderåriga barn, [måste uppleva att] den drabbades av en glödhet virvelstorm och helt förbrändes?
266_01	Så förtydligar Gud för er [Sina] budskap för att stämma er till eftertanke.
267_00	Troende!
267_01	Ge av de goda ting som ni förvärvar och av det som Vi låter jorden frambringa åt er, och leta inte fram - för att ge bort det - det sämsta som ni själva inte skulle ta emot annat än med förbundna ögon. Ni bör veta att Gud är Sig själv nog och att allt lov och pris tillkommer Honom.
268_00	Djävulen hotar er med fattigdom och uppmanar er att begå skamlösa handlingar, men Gud lovar er Sin förlåtelse och Sin nåd. Gud når överallt och Han vet allt.
269_00	Han skänker visdom åt den Han vill, och den som har fått visdom har fått den dyrbaraste gåva. Men ingen ägnar detta eftertanke utom de som har förstånd.
270_00	Gud har full kännedom om det som ni ger åt andra och det som ni [högtidligen] lovar att ge. Och de orättfärdiga [som inte bistår de behövande] skall ingen hjälpa [att undkomma straffet].
271_00	Om ni ger så att andra ser det är det gott och väl; men om ni hjälper de fattiga i tysthet är det bättre för er - med detta kan ni nämligen få göra bot för några av era dåliga handlingar.
271_01	Gud är väl underrättad om allt vad ni gör.
272_00	Det är inte din uppgift [Muhammad] att förmå människor att följa den raka vägen. Nej, Gud vägleder dem Han vill.
272_01	Allt det goda ni ger är för ert eget bästa, såvida ni ger det enbart för att vinna Guds välbehag. Ja, för det goda ni ger skall ni få fullt vederlag, och ingen orätt skall tillfogas er.
273_00	[Ge] till de behövande som så ger sig hän åt arbetet för Guds sak att de inte har möjlighet att gå ut i världen [för att söka sitt levebröd]. På grund av deras försynta uppträdande kan den tanklöse tro att de inte lider brist.
273_01	Men du skall känna igen dem på deras sätt: de besvärar inte andra med efterhängset tiggeri. Gud har full kännedom om det goda som ni skänker dem.
274_00	De som ger av vad de äger, nattetid eller under dagen, i tysthet eller öppet i allas åsyn, skall få sin lön av sin Herre och de skall inte känna fruktan och ingen sorg skall tynga dem.
275_00	DE SOM livnär sig på ocker skall uppstå [till Domen] lika ostadiga på benen som den som Djävulen med sin beröring slagit med vansinne.
275_01	De säger nämligen: "Handel är inte annorlunda än ocker." Men Gud har förklarat handel lovlig och förbjudit ocker.
275_02	Den som efter att ha fått kunskap om Guds allvarliga varning upphör att bedriva ocker får behålla vad han dessförinnan vunnit, men Gud skall fälla den slutliga domen över honom. Och de som faller tillbaka i denna synd har Elden till arvedel och där skall de förbli till evig tid.
276_00	Gud utplånar vinsten av ockret men låter allmosornas värde växa. Gud är inte vän till dem som framhärdar i förnekelse och synd.
277_00	De som tror och lever ett rättskaffens liv och förrättar bönen och hjälper de behövande skall helt visst
277_01	få sin lön av sin Herre och de skall inte känna fruktan och ingen sorg skall tynga dem.
278_00	Troende! Frukta Gud och avstå, om ni är [sanna] troende, från utestående ockervinst.
279_00	Gör ni inte det skall ni veta att ni befinner er i krig med Gud och Hans Sändebud. Men om ni ångrar vad ni har gjort har ni rätt [att återfå] ert kapital; ni skadar ingen och lider själva ingen skada.
280_00	Och om [den skuldsatte] är i ett trängt läge, ge honom då anstånd till dess han med lätthet kan betala. Men det är bättre för er att efterskänka [skulden] - om ni visste [vilken förtjänst som ligger i detta]!
281_00	Och frukta den Dag då ni skall föras åter till Gud! Då skall var och en fullt ut erhålla den lön som han förtjänat, och ingen skall lida orätt.
282_00	TROENDE!
282_01	När ni sinsemellan träffar avtal om lån med fastställd förfallotid, teckna då ned avtalet i skrift.
282_02	Låt en skrivare noggrant skriva ned [vad som avtalats] mellan er.
282_03	Ingen skrivare får undandra sig att skriva, såsom Gud har lärt honom.
282_04	Låt honom alltså skriva och låt låntagaren diktera och, om han fruktar Gud, sin Herre, inte dra ifrån något [från sitt åtagande].
282_05	Om låntagaren är svag till förståndet eller sjuklig eller [annars] inte i stånd att diktera, låt då den som tillvaratar hans intressen diktera och undvika partiskhet.
282_06	Och tag två av era män till vittnen; finns inte två män till hands, tag då en man och två kvinnor bland dem ni godkänner som vittnen - om någon av dem begår ett misstag kan då den andra påpeka det för henne.
282_07	De som kallas till vittnen får inte undandra sig [sin plikt].
282_08	Tveka inte att skriva ned allt, både det mindre viktiga och det viktiga, och ange förfallotiden. Det är vad Gud [i Sin vishet] finner riktigast och skäligast, mest ändamålsenligt som bevis och bäst ägnat att bespara er all tvekan och osäkerhet [i framtiden]. Men om det är fråga om direkt överlåtelse från den ene till den andre av färdiga varor utan mellanhand, gör ni inte fel om ni underlåter att upprätta skriftligt avtal. När ni köper och säljer, låt det ske i vittnens närvaro, men varken skrivare eller vittnen får [utsättas för påtryckning eller] tillfogas skada - gör ni detta, begår ni en svår synd. Frukta Gud, som är er lärare. Gud har kunskap om allt.
283_00	Om ni befinner er på resa och ingen skrivare är till hands, kan ni ta emot pant [som säkerhet].
283_01	Men om ni visar varandra förtroende [och inte kräver pant], skall den som fått förtroendet fullgöra sin skyldighet och frukta Gud, sin Herre.
283_02	Undanhåll inte vad ni har bevittnat. Den som undanhåller vittnesmål syndar i sitt hjärta. Gud vet vad ni gör.
284_00	Gud tillhör allt det som himlarna rymmer och det som jorden bär. Vare sig ni visar vad som rör sig i ert innersta eller döljer det, kommer Gud att ställa er till svars för det.
284_01	Och Han förlåter den Han vill och Han straffar den Han vill. Gud har allt i Sin makt.
285_00	SÄNDEBUDET tror på vad hans Herre har uppenbarat för honom och de troende med honom.
285_01	De tror alla på Gud och Hans änglar och Hans uppenbarelser och Hans sändebud - utan att göra åtskillnad mellan Hans sändebud - och de säger: "Vi hör och vi lyder.
285_02	Herre, [ge oss] Din förlåtelse; Du är målet för vår färd!"
286_00	Gud lägger inte på någon en tyngre börda än han kan bära. Det goda han har gjort skall räknas honom till förtjänst och det onda han har gjort skall läggas honom till last. Herre!
286_01	Ställ oss inte till svars för glömska eller oavsiktliga fel. Herre! Lägg inte på oss en sådan börda som den Du lade på våra föregångare.
286_02	Herre! Lägg inte på oss [bördor] som vi inte har kraft att bära. Utplåna våra synder och ge oss Din förlåtelse och förbarma Dig över oss. Du är vår Beskyddare! Låt oss segra över förnekarna av sanningen!"
