001_00	Elif, Lam, Mim.
255_02	Hükümranlığı gökleri ve yeri kaplamıştır, onların gözetilmesi O'na ağır gelmez. O yücedir, büyüktür.
256_00	Dinde zorlama yoktur; Artık hak ile batıl iyice ayrılmıştır.
256_01	Tağutu (saptırıcıları) inkar edip Allah'a inanan kimse, kopmak bilmeyen sağlam bir kulpa sarılmıştır. Allah işitendir, bilendir.
257_00	Allah inananların dostudur, onları karanlıklardan aydınlığa çıkarır. İnkar edenlerin ise dostları tağuttur.
257_01	Onları aydınlıktan karanlıklara sürüklerler. İşte onlar cehennemliklerdir, onlar orada temelli kalacaklardır.
258_00	Allah kendisine mülk verdi diye İbrahim ile Rabbi hakkında tartışanı görmedin mi?
258_01	İbrahim: "Rabbim, dirilten ve öldürendir" demişti.
258_02	"Ben de diriltir ve öldürürüm" dedi; İbrahim, "Şüphesiz Allah güneşi doğudan getiriyor, sen de batıdan getirsene" dedi. İnkar eden şaşırıp kaldı. Allah zulmeden kimseleri doğru yola eriştirmez.
259_00	Yahut altı üstüne gelmiş bir kasabaya uğrayan kimseyi görmedin mi? "Allah burayı ölümünden sonra acaba nasıl diriltecek?" dedi. Bunun üzerine
259_01	Allah onu yüz yıl ölü bıraktı, sonra diriltti, "Ne kadar kaldın?" dedi, "Bir gün veya bir günden az kaldım" dedi,
259_02	"Hayır yüz yıl kaldın, yiyeceğine içeceğine bak, bozulmamış; eşeğine bak ve hem seni insanlar için bir ibret kılacağız, kemiklere bak,
259_03	onları nasıl birleştirip, sonra onlara et giydiriyoruz" dedi; bu ona apaçık belli olunca, "Artık Allah'ın her şeye Kadir olduğuna inanmış bulunuyorum" dedi.
260_00	İbrahim: "Rabbim!
260_01	Ölüleri nasıl dirilttiğini bana göster" dediğinde, "İnanmıyor musun?" deyince de, "Hayır öyle değil, fakat kalbim iyice kansın" demişti.
260_02	"Öyleyse dört çeşit kuş al, onları kendine alıştır, sonra onları parçalayıp her dağın üzerine bir parça koy, sonra onları çağır; koşarak sana gelirler. O halde Allah'ın güçlü ve Hakim olduğunu bil" demişti.
261_00	Mallarını Allah yolunda sarfedenlerin durumu, her başağında yüz tane olmak üzere yedi başak veren tanenin durumu gibidir.
261_01	Allah dilediğine kat kat verir. Allah'ın lütfü geniştir, O her şeyi bilendir.
262_00	Mallarını Allah yolunda sarfedip sonra sarfettikleri şeyin ardından başa kakmayan ve eza etmeyenlerin ecirleri Rablerinin katındadır.
262_01	Onlara korku yoktur ve onlar üzülmeyeceklerdir.
263_00	Güzel bir söz ve bağışlama, peşinden eza gelen bir sadakadan daha iyidir. Allah müstağnidir, Halim'dir.
264_00	Ey İnananlar!
264_01	Allah'a ve ahiret gününe inanmayıp, insanlara gösteriş için malını sarfeden kimse gibi, sadakalarınızı başa kakma ve eza etmekle boşa çıkarmayın.
264_02	Onun durumu, üzerinde toprak bulunan kayanın durumu gibidir, üzerine bol yağmur yağdığındaonu cascavlak bırakır. Kazandıklarından hiçbir şey elde edemezler. Allah inkar eden kimseleri doğru yola eriştirmez.
265_00	Allah'ın rızasını kazanmak ve kalblerini sağlamlaştırmak için mallarını sarfedenlerin durumu, yüksekçe bir tepede bulunan, bol yağmur aldığında yemişlerini iki kat veren, bol yağmur yağmasa bile çisentisi düşen bir bahçenin durumu gibidir.
265_01	Allah işlediklerinizi görür.
266_00	Hangi biriniz, kendisi ihtiyarlamış ve çocukları da güçsüzken, altlarından ırmaklar akan, hurma, üzüm ve her çeşit meyveleri bulunan bahçesinin, ateşli bir kasırganın kopmasıyla yanmasını ister?
266_01	Düşünesiniz diye Allah size ayetlerini böylece açıklar.
267_00	Ey İnananlar!
267_01	Kazandıklarınızın temizlerinden ve size yerden çıkardıklarımızdan sarfedin; iğrenmeden alamıyacağınız pis şeyleri vermeye kalkmayın. Allah'ın müstağni ve övülmeye layık olduğunu bilin.
268_00	Şeytan sizi fakirlikle korkutarak cimriliği ve hayasızlığı emreder; Allah ise kendisinden mağfiret ve bol nimet vadeder. Allah'ın lütfü boldur, O her şeyi bilir.
269_00	Hikmeti dilediğine verir. Kime hikmet verilmişse şüphesiz ona çokça hayır verilmiştir. Bundan ancak akıl sahipleri ibret alır.
270_00	Sarfettiğiniz harcı ve adadığınız adağı şüphesiz Allah bilir. Zulmedenlerin hiç yardımcıları yoktur.
271_00	Sadakaları açıkça verirseniz o ne güzel! Eğer onları yoksullara gizlice verirseniz sizin için daha iyidir.
271_01	Allah onları kötülüklerinizden bir kısmına karşı tutar. Allah işlediklerinizden haberdardır.
272_00	Onların doğru yola iletilmeleri sana düşmez, fakat Allah dilediğini doğru yola eriştirir.
272_01	Sarfettiğiniz iyi şey kendinizedir, zaten ancak Allah'ın rızasını kazanmak için sarfedersiniz. Sarfettiğiniz iyi bir şeyin karşılığı haksızlığa uğratılmaksızın size verilir.
273_00	Sadakalarınızı, kendilerini Allah yoluna adayıp yeryüzünde dolaşamayanlara, hayalarından dolayı, kendilerini tanımayanların zengin saydıkları yoksullara verin.
273_01	Onları yüzlerinden tanırsın, insanlardan yüzsüzlük ederek bir şey istemezler. Sarfettiğiniz iyi bir şeyi Allah şüphesiz bilir.
274_00	Gece gündüz, açık gizli, mallarını sarfedenlerin mükafatlarını Rab'leri verecektir. Onlara korku yoktur ve onlar üzülmeyeceklerdir.
275_00	Faiz yiyenler mahşerde ancak şeytanın çarptığı kimsenin kalktığı gibi kalkarlar.
275_01	Bu, onların, "Zaten alışveriş de faiz gibidir" demelerindendir.
275_02	Oysa Allah alışverişi helal, faizi haram kıldı. Kime Rabb'inden bir öğüt gelir de faizcilikten geri durursa, geçmişi kendisinedir, onun işi Allah'a aittir. Kim faizciliğe dönerse, işte onlar cehennemliktir, onlar orada temelli kalacaklardır.
276_00	Allah faizi eksiltir, sadakaları bereketlendirir. Allah pek nankör olan hiçbir günahkarı sevmez.
277_00	İnanıp yararlı işler işleyenlerin, namaz kılıp, zekat verenlerin Rab'leri katında ecirleri vardır.
277_01	Onlara korku yoktur ve onlar üzülmeyeceklerdir.
278_00	Ey İnananlar! Allah'tan sakının, inanmışsanız, faizden arta kalmış hesabdan vazgeçin.
279_00	Böyle yapmazsanız, bunun Allah'a ve Peygamberine karşı açılmış bir savaş olduğunu bilin. Eğer tevbe ederseniz sermayeniz sizindir. Böylece haksızlık etmemiş ve haksızlığa uğramamış olursunuz.
280_00	Borçlu darda ise, eli genişleyinceye kadar ona mühlet verin. Bilmiş olsanız borcu bağışlamanız sizin için daha hayırlıdır.
281_00	Allah'a döneceğiniz ve sonra haksızlığa uğramadan herkesin kazancının kendisine eksiksiz verileceği günden korkunuz.
282_00	Ey İnananlar!
282_01	Birbirinize belirli bir süre için borçlandığınız zaman onu yazınız.
282_02	İçinizden bir katip doğru olarak yazsın; katip onu Allah'ın kendisine öğrettiği gibi yazmaktan çekinmesin, yazsın.
282_03	Borçlu olan da yazdırsın, Rabbi olan Allah'tan sakınsın, ondan bir şey eksiltmesin.
282_04	Eğer borçlu, aptal veya aciz, ya da yazdıramıyacak durumda ise, velisi, doğru olarak yazdırsın.
282_05	Erkeklerinizden iki şahid tutun; eğer iki erkek bulunmazsa, şahidlerden razı olacağınız bir erkek, biri unuttuğunda diğeri ona hatırlatacak iki kadın olabilir.
282_06	Şahidler çağırıldıklarında çekinmesinler.
282_07	Borç büyük veya küçük olsun, onu süresiyle beraber yazmaya üşenmeyin; bu, Allah katında en doğru, şahidlik için en sağlam ve şüphelenmenizden en uzak olandır.
282_08	Ancak aranızdaki alışveriş peşin olursa, onu yazmamanızda size bir sorumluluk yoktur. Alışveriş yaptığınızda şahid tutun. Katibe de şahide de zarar verilmesin; eğer zarar verirseniz, o zaman doğru yoldan çıkmış olursunuz. Allah'tan sakının, Allah size öğretiyor; Allah her şeyi bilir.
283_00	Eğer yolculukta olup katip bulamazsanız alınan rehin yeter.
283_01	Şayet birbirinize güvenirseniz, güvenilen kimse borcunu ödesin.
283_02	Rabbi olan Allah'tan sakınsın. Şahidliği gizlemeyin, onu kim gizlerse şüphesiz kalbi günah işlemiş olur. Allah işlediklerinizi bilir.
284_00	Göklerde ve yerde olanlar Allah'ındır.
284_01	İçinizdekini açıklasanız da gizleseniz de Allah sizi onunla hesaba çeker ve dilediğini bağışlar, dilediğine azabeder. Allah her şeye Kadir'dir.
285_00	Peygamber ve inananlar, ona Rabb'inden indirilene inandı.
285_01	Hepsi Allah'a, meleklerine, kitaplarına, peygamberlerine inandı.
285_02	"Peygamberleri arasından hiçbirini ayırdetmeyiz, işittik, itaat ettik, Rabbimiz! Affını dileriz, dönüş Sanadır" dediler.
286_00	Allah kişiye ancak gücünün yeteceği kadar yükler; kazandığı iyilik lehine, ettiği kötülük de aleyhinedir. Rabbimiz!
286_01	Eğer unutacak veya yanılacak olursak bizi sorumlu tutma. Rabbimiz bizden öncekilere yüklediğin gibi, bize de ağır yük yükleme.
286_02	Rabbimiz! Bize gücümüzün yetmeyeceği şeyi taşıtma, bizi affet, bizi bağışla, bize acı. Sen Mevlamızsın, kafirlere karşı bize yardım et.
